name,artists,daily_rank,daily_movement,weekly_movement,snapshot_date,popularity,duration_ms,album_name,album_release_date
Santa Baby (with Henri René & His Orchestra),"Eartha Kitt, Henri René and His Orchestra",30,11,20,12/26/2023,79,206066,Heavenly Eartha,1/1/2002
Thank God It's Christmas - 2011 Remaster,Queen,31,19,19,12/26/2023,75,261626,The Works (Deluxe Remastered Version),2/27/1984
"Santa, Can’t You Hear Me","Kelly Clarkson, Ariana Grande",32,8,18,12/26/2023,87,242644,When Christmas Comes Around...,10/15/2021
Please Come Home for Christmas - 2013 Remaster,Eagles,33,17,17,12/26/2023,88,177440,Please Come Home for Christmas / Funky New Year (2013 Remaster),11/27/1978
Run Rudolph Run,Chuck Berry,34,14,16,12/26/2023,89,165733,Rock 'N' Roll Rarities,1/1/1986
Little Saint Nick - 1991 Remix,The Beach Boys,35,9,15,12/26/2023,85,118840,The Beach Boys' Christmas Album,11/9/1964
Fairytale of New York (feat. Kirsty MacColl),"The Pogues, Kirsty MacColl",36,14,14,12/26/2023,82,272466,If I Should Fall from Grace with God (Expanded Edition),9/5/1988
Hallelujah,Pentatonix,37,13,13,12/26/2023,81,268960,A Pentatonix Christmas Deluxe,12/6/2017
Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,38,12,12,12/26/2023,86,126360,Jingle Bell Rock,11/1/1983
Christmas (Baby Please Come Home),Mariah Carey,39,11,11,12/26/2023,88,153240,Merry Christmas,10/28/1994
Step Into Christmas - Remastered 1995,Elton John,40,10,10,12/26/2023,85,272333,Caribou (Remastered 1995),6/28/1974
Christmas Lights,Coldplay,41,9,9,12/26/2023,86,242495,Christmas Lights,12/1/2010
Santa's Coming for Us,Sia,42,8,8,12/26/2023,87,206539,Everyday Is Christmas (Deluxe Edition),11/1/2018
Santa Claus Is Coming To Town,The Jackson 5,43,7,7,12/26/2023,87,144013,Christmas Album,10/15/1970
Deck The Hall,Nat King Cole,44,6,6,12/26/2023,88,68760,The Christmas Song (Expanded Edition),1/1/1962
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,45,5,5,12/26/2023,86,267600,"Santa Claus Is Comin' to Town (Live at C.W. Post College, Greenvale, NY - December 1975)",1/1/1981
greedy,Tate McRae,46,-30,-37,12/26/2023,98,131872,greedy,9/15/2023
Like It's Christmas,Jonas Brothers,47,3,3,12/26/2023,87,200880,Like It's Christmas,11/8/2019
DJ Play A Christmas Song,Cher,48,2,2,12/26/2023,83,209106,Christmas,10/20/2023
La Diabla,Xavi,49,-25,-28,12/26/2023,90,172264,La Diabla,11/30/2023
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",50,0,0,12/26/2023,85,156773,You Make It Feel Like Christmas,10/6/2017
All I Want for Christmas Is You,Mariah Carey,1,0,0,12/25/2023,100,241106,Merry Christmas,10/28/1994
Last Christmas - Single Version,Wham!,2,0,0,12/25/2023,89,265960,The Singles: Echoes from the Edge of Heaven,7/7/2023
Rockin' Around The Christmas Tree,Brenda Lee,3,0,0,12/25/2023,98,126266,Merry Christmas From Brenda Lee,10/19/1964
Jingle Bell Rock,Bobby Helms,4,0,0,12/25/2023,94,130973,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),12/2/1957
Santa Tell Me,Ariana Grande,5,0,0,12/25/2023,96,204093,Santa Tell Me,11/24/2014
It's Beginning to Look a Lot like Christmas,Michael Bublé,6,0,1,12/25/2023,87,207199,Christmas (Deluxe Special Edition),10/14/2011
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,7,0,2,12/25/2023,95,117146,A Winter Romance,1/1/1959
It's the Most Wonderful Time of the Year,Andy Williams,8,0,0,12/25/2023,79,151000,The Andy Williams Christmas Album,1/1/1963
Snowman,Sia,9,0,1,12/25/2023,94,165900,Everyday Is Christmas (Deluxe Edition),11/1/2018
Underneath the Tree,Kelly Clarkson,10,0,1,12/25/2023,86,229640,Wrapped In Red,10/29/2013
Feliz Navidad,José Feliciano,11,0,5,12/25/2023,88,182066,Feliz Navidad,9/24/2002
Sleigh Ride,The Ronettes,12,1,5,12/25/2023,84,181266,Sleigh Ride,12/4/2020
Holly Jolly Christmas,Michael Bublé,13,1,1,12/25/2023,83,119786,Christmas,10/14/2011
Mistletoe,Justin Bieber,14,2,5,12/25/2023,92,182946,Under The Mistletoe (Deluxe Edition),1/1/2011
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",15,5,14,12/25/2023,92,214333,Signature Box,10/5/2010
greedy,Tate McRae,16,-4,-10,12/25/2023,98,131872,greedy,9/15/2023
Driving Home for Christmas,Chris Rea,17,4,25,12/25/2023,75,239946,New Light Through Old Windows,10/17/1988
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),"Frank Sinatra, B. Swanson Quartet",18,8,12,12/25/2023,91,155453,Christmas Songs by Sinatra,11/8/1994
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,19,8,21,12/25/2023,91,227653,McCartney II (Special Edition),5/16/1980
A Holly Jolly Christmas,Burl Ives,20,4,13,12/25/2023,91,135533,Have A Holly Jolly Christmas,10/1/1965
The Christmas Song (Merry Christmas To You),Nat King Cole,21,4,13,12/25/2023,74,190973,The Nat King Cole Story,9/25/1961
Merry Christmas,"Ed Sheeran, Elton John",22,7,28,12/25/2023,89,208546,Merry Christmas,12/3/2021
Merry Christmas Everyone,Shakin' Stevens,23,5,12,12/25/2023,91,220160,Merry Christmas Everyone,11/25/1991
La Diabla,Xavi,24,-5,-1,12/25/2023,90,172264,La Diabla,11/30/2023
Do They Know It's Christmas? - 1984 Version,Band Aid,25,7,25,12/25/2023,89,222533,Do They Know It’s Christmas?,11/25/1984
Lovin On Me,Jack Harlow,26,-11,-13,12/25/2023,96,138411,Lovin On Me,11/10/2023
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",27,10,19,12/25/2023,90,155933,Greatest Christmas Songs,8/20/1999
My Love Mine All Mine,Mitski,28,-11,-16,12/25/2023,97,137773,The Land Is Inhospitable and So Are We,9/15/2023
Cruel Summer,Taylor Swift,29,-11,-14,12/25/2023,97,178426,Lover,8/23/2019
White Christmas - 1947 Version,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",30,9,19,12/25/2023,90,177480,Holiday Inn (Original Motion Picture Soundtrack),1/1/1942
Christmas (Baby Please Come Home),Darlene Love,31,11,19,12/25/2023,85,166453,"Christmas (Baby, Please Come Home)",12/4/2020
Blue Christmas,Elvis Presley,32,17,18,12/25/2023,89,129173,Elvis' Christmas Album,10/15/1957
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",33,-10,-15,12/25/2023,94,244684,The Idol Episode 4 (Music from the HBO Original Series),6/23/2023
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",34,-12,-9,12/25/2023,89,183550,GOLDEN,11/3/2023
Jingle Bells - Remastered 1999,Frank Sinatra,35,15,15,12/25/2023,88,120693,,
QLONA,"KAROL G, Peso Pluma",36,-3,-16,12/25/2023,92,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
BELLAKEO,"Peso Pluma, Anitta",37,-6,13,12/25/2023,88,197333,BELLAKEO,12/7/2023
Paint The Town Red,Doja Cat,38,-8,-16,12/25/2023,87,230480,Scarlet,9/20/2023
PERRO NEGRO,"Bad Bunny, Feid",39,-5,-18,12/25/2023,95,162767,nadie sabe lo que va a pasar mañana,10/13/2023
"Santa, Can’t You Hear Me","Kelly Clarkson, Ariana Grande",40,10,10,12/25/2023,87,242644,When Christmas Comes Around...,10/15/2021
Santa Baby (with Henri René & His Orchestra),"Eartha Kitt, Henri René and His Orchestra",41,9,9,12/25/2023,79,206066,Heavenly Eartha,1/1/2002
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",42,1,-16,12/25/2023,93,191466,Que Onda,8/30/2023
Si No Estás,iñigo quintero,43,-8,-19,12/25/2023,96,184061,Si No Estás,9/23/2022
Little Saint Nick - 1991 Remix,The Beach Boys,44,6,6,12/25/2023,85,118840,The Beach Boys' Christmas Album,11/9/1964
My Only Wish (This Year),Britney Spears,45,5,5,12/25/2023,88,255400,My Only Wish (This Year),11/14/2000
La Víctima,Xavi,46,1,-3,12/25/2023,90,156345,La Víctima,8/17/2023
LUNA,"Feid, ATL Jacob",47,-7,-8,12/25/2023,89,196800,FERXXOCALIPSIS,12/1/2023
Run Rudolph Run,Chuck Berry,48,2,2,12/25/2023,89,165733,Rock 'N' Roll Rarities,1/1/1986
HARLEY QUINN,"Fuerza Regida, Marshmello",49,-3,-22,12/25/2023,94,143327,Pa las Baby's Y Belikeada,10/20/2023
Please Come Home for Christmas - 2013 Remaster,Eagles,50,0,0,12/25/2023,88,177440,Please Come Home for Christmas / Funky New Year (2013 Remaster),11/27/1978
All I Want for Christmas Is You,Mariah Carey,1,0,0,12/24/2023,100,241106,Merry Christmas,10/28/1994
Last Christmas - Single Version,Wham!,2,0,0,12/24/2023,89,265960,The Singles: Echoes from the Edge of Heaven,7/7/2023
Rockin' Around The Christmas Tree,Brenda Lee,3,0,0,12/24/2023,98,126266,Merry Christmas From Brenda Lee,10/19/1964
Jingle Bell Rock,Bobby Helms,4,0,1,12/24/2023,94,130973,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),12/2/1957
Santa Tell Me,Ariana Grande,5,0,1,12/24/2023,96,204093,Santa Tell Me,11/24/2014
It's Beginning to Look a Lot like Christmas,Michael Bublé,6,0,3,12/24/2023,87,207199,Christmas (Deluxe Special Edition),10/14/2011
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,7,1,6,12/24/2023,95,117146,A Winter Romance,1/1/1959
It's the Most Wonderful Time of the Year,Andy Williams,8,1,3,12/24/2023,79,151000,The Andy Williams Christmas Album,1/1/1963
Snowman,Sia,9,1,3,12/24/2023,94,165900,Everyday Is Christmas (Deluxe Edition),11/1/2018
Underneath the Tree,Kelly Clarkson,10,1,5,12/24/2023,86,229640,Wrapped In Red,10/29/2013
Feliz Navidad,José Feliciano,11,4,11,12/24/2023,88,182066,Feliz Navidad,9/24/2002
greedy,Tate McRae,12,-5,-8,12/24/2023,98,131872,greedy,9/15/2023
Sleigh Ride,The Ronettes,13,4,12,12/24/2023,83,181266,Sleigh Ride,12/4/2020
Holly Jolly Christmas,Michael Bublé,14,-1,3,12/24/2023,83,119786,Christmas,10/14/2011
Lovin On Me,Jack Harlow,15,-1,-8,12/24/2023,96,138411,Lovin On Me,11/10/2023
Mistletoe,Justin Bieber,16,4,13,12/24/2023,92,182946,Under The Mistletoe (Deluxe Edition),1/1/2011
My Love Mine All Mine,Mitski,17,-5,-9,12/24/2023,97,137773,The Land Is Inhospitable and So Are We,9/15/2023
Cruel Summer,Taylor Swift,18,-2,-8,12/24/2023,98,178426,Lover,8/23/2019
La Diabla,Xavi,19,-1,8,12/24/2023,89,172264,La Diabla,11/30/2023
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",20,4,24,12/24/2023,92,214333,Signature Box,10/5/2010
Driving Home for Christmas,Chris Rea,21,21,29,12/24/2023,75,239946,New Light Through Old Windows,10/17/1988
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",22,-1,-3,12/24/2023,89,183550,GOLDEN,11/3/2023
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",23,-4,-9,12/24/2023,94,244684,The Idol Episode 4 (Music from the HBO Original Series),6/23/2023
A Holly Jolly Christmas,Burl Ives,24,6,22,12/24/2023,91,135533,Have A Holly Jolly Christmas,10/1/1965
The Christmas Song (Merry Christmas To You),Nat King Cole,25,8,22,12/24/2023,73,190973,The Nat King Cole Story,9/25/1961
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),"Frank Sinatra, B. Swanson Quartet",26,10,19,12/24/2023,91,155453,Christmas Songs by Sinatra,11/8/1994
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,27,12,23,12/24/2023,91,227653,McCartney II (Special Edition),5/16/1980
Merry Christmas Everyone,Shakin' Stevens,28,15,22,12/24/2023,91,220160,Merry Christmas Everyone,11/25/1991
Merry Christmas,"Ed Sheeran, Elton John",29,16,21,12/24/2023,89,208546,Merry Christmas,12/3/2021
Paint The Town Red,Doja Cat,30,-8,-14,12/24/2023,87,230480,Scarlet,9/20/2023
BELLAKEO,"Peso Pluma, Anitta",31,-5,19,12/24/2023,87,197333,BELLAKEO,12/7/2023
Do They Know It's Christmas? - 1984 Version,Band Aid,32,14,18,12/24/2023,89,222533,Do They Know It’s Christmas?,11/25/1984
QLONA,"KAROL G, Peso Pluma",33,-10,-13,12/24/2023,93,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
PERRO NEGRO,"Bad Bunny, Feid",34,-9,-16,12/24/2023,96,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Si No Estás,iñigo quintero,35,-8,-14,12/24/2023,96,184061,Si No Estás,9/23/2022
Closer Than This,Jimin,36,14,14,12/24/2023,0,223302,Closer Than This,12/22/2023
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",37,11,13,12/24/2023,90,155933,Greatest Christmas Songs,8/20/1999
Strangers,Kenya Grace,38,-9,-14,12/24/2023,95,172964,Strangers,9/1/2023
White Christmas - 1947 Version,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",39,11,11,12/24/2023,90,177480,Holiday Inn (Original Motion Picture Soundtrack),1/1/1942
LUNA,"Feid, ATL Jacob",40,-9,-6,12/24/2023,89,196800,FERXXOCALIPSIS,12/1/2023
Stick Season,Noah Kahan,41,-6,-8,12/24/2023,93,182346,Stick Season,10/14/2022
Christmas (Baby Please Come Home),Darlene Love,42,8,8,12/24/2023,85,166453,"Christmas (Baby, Please Come Home)",12/4/2020
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",43,-9,-12,12/24/2023,94,191466,Que Onda,8/30/2023
I Wanna Be Yours,Arctic Monkeys,44,-16,-14,12/24/2023,94,183956,AM,9/9/2013
Water,Tyla,45,-13,-19,12/24/2023,94,200255,Water,7/28/2023
HARLEY QUINN,"Fuerza Regida, Marshmello",46,-9,-18,12/24/2023,94,143327,Pa las Baby's Y Belikeada,10/20/2023
La Víctima,Xavi,47,-9,-4,12/24/2023,90,156345,La Víctima,8/17/2023
Standing Next to You,Jung Kook,48,-7,-25,12/24/2023,96,206019,GOLDEN,11/3/2023
Blue Christmas,Elvis Presley,49,1,1,12/24/2023,89,129173,Elvis' Christmas Album,10/15/1957
Agora Hills,Doja Cat,50,-10,-18,12/24/2023,84,265360,Scarlet,9/20/2023
All I Want for Christmas Is You,Mariah Carey,1,0,0,12/23/2023,100,241106,Merry Christmas,10/28/1994
Last Christmas - Single Version,Wham!,2,0,0,12/23/2023,89,265960,The Singles: Echoes from the Edge of Heaven,7/7/2023
Rockin' Around The Christmas Tree,Brenda Lee,3,0,1,12/23/2023,98,126266,Merry Christmas From Brenda Lee,10/19/1964
Jingle Bell Rock,Bobby Helms,4,0,3,12/23/2023,94,130973,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),12/2/1957
Santa Tell Me,Ariana Grande,5,0,5,12/23/2023,96,204093,Santa Tell Me,11/24/2014
It's Beginning to Look a Lot like Christmas,Michael Bublé,6,1,3,12/23/2023,87,207199,Christmas (Deluxe Special Edition),10/14/2011
greedy,Tate McRae,7,-1,-4,12/23/2023,99,131872,greedy,9/15/2023
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,8,0,6,12/23/2023,95,117146,A Winter Romance,1/1/1959
It's the Most Wonderful Time of the Year,Andy Williams,9,0,2,12/23/2023,79,151000,The Andy Williams Christmas Album,1/1/1963
Snowman,Sia,10,1,3,12/23/2023,94,165900,Everyday Is Christmas (Deluxe Edition),11/1/2018
Underneath the Tree,Kelly Clarkson,11,3,9,12/23/2023,86,229640,Wrapped In Red,10/29/2013
My Love Mine All Mine,Mitski,12,-2,-7,12/23/2023,98,137773,The Land Is Inhospitable and So Are We,9/15/2023
Holly Jolly Christmas,Michael Bublé,13,2,9,12/23/2023,83,119786,Christmas,10/14/2011
Lovin On Me,Jack Harlow,14,-2,-8,12/23/2023,96,138411,Lovin On Me,11/10/2023
Feliz Navidad,José Feliciano,15,3,13,12/23/2023,88,182066,Feliz Navidad,9/24/2002
Cruel Summer,Taylor Swift,16,-3,-8,12/23/2023,98,178426,Lover,8/23/2019
Sleigh Ride,The Ronettes,17,2,15,12/23/2023,83,181266,Sleigh Ride,12/4/2020
La Diabla,Xavi,18,-1,18,12/23/2023,89,172264,La Diabla,11/30/2023
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",19,-3,-7,12/23/2023,94,244684,The Idol Episode 4 (Music from the HBO Original Series),6/23/2023
Mistletoe,Justin Bieber,20,2,13,12/23/2023,92,182946,Under The Mistletoe (Deluxe Edition),1/1/2011
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",21,-1,-4,12/23/2023,90,183550,GOLDEN,11/3/2023
Paint The Town Red,Doja Cat,22,-1,-6,12/23/2023,87,230480,Scarlet,9/20/2023
QLONA,"KAROL G, Peso Pluma",23,0,-4,12/23/2023,93,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",24,11,26,12/23/2023,92,214333,Signature Box,10/5/2010
PERRO NEGRO,"Bad Bunny, Feid",25,0,-10,12/23/2023,96,162767,nadie sabe lo que va a pasar mañana,10/13/2023
BELLAKEO,"Peso Pluma, Anitta",26,4,24,12/23/2023,87,197333,BELLAKEO,12/7/2023
Si No Estás,iñigo quintero,27,-3,-9,12/23/2023,97,184061,Si No Estás,9/23/2022
I Wanna Be Yours,Arctic Monkeys,28,-2,-2,12/23/2023,95,183956,AM,9/9/2013
Strangers,Kenya Grace,29,-2,-8,12/23/2023,96,172964,Strangers,9/1/2023
A Holly Jolly Christmas,Burl Ives,30,9,20,12/23/2023,91,135533,Have A Holly Jolly Christmas,10/1/1965
LUNA,"Feid, ATL Jacob",31,-2,4,12/23/2023,89,196800,FERXXOCALIPSIS,12/1/2023
Water,Tyla,32,-4,-8,12/23/2023,94,200255,Water,7/28/2023
The Christmas Song (Merry Christmas To You),Nat King Cole,33,8,17,12/23/2023,73,190973,The Nat King Cole Story,9/25/1961
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",34,-2,-7,12/23/2023,94,191466,Que Onda,8/30/2023
Stick Season,Noah Kahan,35,-1,-4,12/23/2023,93,182346,Stick Season,10/14/2022
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),"Frank Sinatra, B. Swanson Quartet",36,6,14,12/23/2023,90,155453,Christmas Songs by Sinatra,11/8/1994
HARLEY QUINN,"Fuerza Regida, Marshmello",37,-4,-12,12/23/2023,94,143327,Pa las Baby's Y Belikeada,10/20/2023
La Víctima,Xavi,38,0,12,12/23/2023,90,156345,La Víctima,8/17/2023
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,39,8,11,12/23/2023,91,227653,McCartney II (Special Edition),5/16/1980
Agora Hills,Doja Cat,40,-4,-11,12/23/2023,84,265360,Scarlet,9/20/2023
Standing Next to You,Jung Kook,41,-10,-18,12/23/2023,97,206019,GOLDEN,11/3/2023
Driving Home for Christmas,Chris Rea,42,6,8,12/23/2023,75,239946,New Light Through Old Windows,10/17/1988
Merry Christmas Everyone,Shakin' Stevens,43,6,7,12/23/2023,91,220160,Merry Christmas Everyone,11/25/1991
vampire,Olivia Rodrigo,44,-7,-14,12/23/2023,94,219724,GUTS,9/8/2023
Merry Christmas,"Ed Sheeran, Elton John",45,5,5,12/23/2023,89,208546,Merry Christmas,12/3/2021
Do They Know It's Christmas? - 1984 Version,Band Aid,46,4,4,12/23/2023,89,222533,Do They Know It’s Christmas?,11/25/1984
