name,artists,daily_rank,daily_movement,weekly_movement,snapshot_date,popularity,duration_ms,album_name,album_release_date
PARANOIA,"HEARTSTEEL, League of Legends, BAEKHYUN, tobi lou, ØZI, Cal Scruby",43,7,7,10/26/2023,78,198817,PARANOIA,10/23/2023
Sweater Weather,The Neighbourhood,44,-1,3,10/26/2023,93,240400,I Love You.,4/19/2013
Fruto,"Bizarrap, Milo j",45,-1,1,10/26/2023,90,132294,en dormir sin Madrid,10/4/2023
Lover,Taylor Swift,46,-1,4,10/26/2023,92,221306,Lover,8/23/2019
Flowers,Miley Cyrus,47,2,3,10/26/2023,91,200600,Endless Summer Vacation,8/18/2023
Primera Cita,Carin Leon,48,-1,2,10/26/2023,87,186455,Colmillo De Leche,5/19/2023
august,Taylor Swift,49,-1,1,10/26/2023,92,261922,folklore,7/24/2020
"Milo J: Bzrp Music Sessions, Vol. 57","Bizarrap, Milo j",50,-4,-9,10/26/2023,89,189901,"Milo J: Bzrp Music Sessions, Vol. 57",10/3/2023
Si No Estás,iñigo quintero,1,2,3,10/25/2023,97,184061,Si No Estás,9/23/2022
greedy,Tate McRae,2,0,4,10/25/2023,98,131872,greedy,9/15/2023
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",3,-2,-1,10/25/2023,98,184400,Seven (feat. Latto),7/14/2023
MONACO,Bad Bunny,4,2,-3,10/25/2023,96,267194,nadie sabe lo que va a pasar mañana,10/13/2023
Paint The Town Red,Doja Cat,5,-1,-2,10/25/2023,88,230480,Scarlet,9/20/2023
PERRO NEGRO,"Bad Bunny, Feid",6,1,-1,10/25/2023,94,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Cruel Summer,Taylor Swift,7,-2,0,10/25/2023,100,178426,Lover,8/23/2019
Strangers,Kenya Grace,8,0,0,10/25/2023,98,172964,Strangers,9/1/2023
My Love Mine All Mine,Mitski,9,1,2,10/25/2023,95,137773,The Land Is Inhospitable and So Are We,9/15/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",10,-1,-1,10/25/2023,89,201812,3D : The Remixes,10/2/2023
Water,Tyla,11,1,5,10/25/2023,93,200255,Water,7/28/2023
QLONA,"KAROL G, Peso Pluma",12,-1,0,10/25/2023,94,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
TOO MUCH,"The Kid LAROI, Jung Kook, Central Cee",13,1,37,10/25/2023,87,203894,TOO MUCH,10/19/2023
LALA,Myke Towers,14,-1,0,10/25/2023,98,197920,LA VIDA ES UNA,3/23/2023
IDGAF (feat. Yeat),"Drake, Yeat",15,0,-5,10/25/2023,93,260111,For All The Dogs,10/6/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",16,0,10,10/25/2023,94,191466,Que Onda,8/30/2023
Según Quién,"Maluma, Carin Leon",17,0,8,10/25/2023,88,142334,Don Juan,8/25/2023
I Wanna Be Yours,Arctic Monkeys,18,0,-1,10/25/2023,95,183956,AM,9/9/2013
Lollipop,Darell,19,2,31,10/25/2023,89,199946,EVERYBODY GO TO THE DISCOTEK,7/28/2023
FINA,"Bad Bunny, Young Miko",20,0,-7,10/25/2023,92,216327,nadie sabe lo que va a pasar mañana,10/13/2023
vampire,Olivia Rodrigo,21,1,-3,10/25/2023,96,219724,GUTS,9/8/2023
Daylight,David Kushner,22,1,1,10/25/2023,95,212953,Daylight,4/14/2023
Agora Hills,Doja Cat,23,4,26,10/25/2023,79,265360,Scarlet,9/20/2023
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,24,1,-2,10/25/2023,96,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/2023
One Of Your Girls,Troye Sivan,25,7,25,10/25/2023,84,181481,Something To Give Each Other,10/13/2023
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",26,-7,1,10/25/2023,95,212878,GÉNESIS,6/29/2023
Prada,"cassö, RAYE, D-Block Europe",27,6,3,10/25/2023,94,132359,Prada,8/11/2023
Style,Taylor Swift,28,-4,8,10/25/2023,83,231000,1989,10/27/2014
fukumean,Gunna,29,2,-9,10/25/2023,96,125040,a Gift & a Curse,6/16/2023
As It Was,Harry Styles,30,0,-2,10/25/2023,95,167303,Harry's House,5/20/2022
Blank Space,Taylor Swift,31,-5,4,10/25/2023,83,231826,1989,10/27/2014
Starboy,"The Weeknd, Daft Punk",32,-4,2,10/25/2023,94,230453,Starboy,11/25/2016
Kill Bill,SZA,33,-4,-4,10/25/2023,92,153946,SOS,12/8/2022
First Person Shooter (feat. J. Cole),"Drake, J. Cole",34,3,-13,10/25/2023,91,247444,For All The Dogs,10/6/2023
Dance The Night - From Barbie The Album,Dua Lipa,35,-1,-2,10/25/2023,95,176579,Dance The Night (From Barbie The Album),5/25/2023
HIBIKI,"Bad Bunny, Mora",36,3,-21,10/25/2023,91,208000,nadie sabe lo que va a pasar mañana,10/13/2023
UN PREVIEW,Bad Bunny,37,-2,-18,10/25/2023,86,165582,nadie sabe lo que va a pasar mañana,10/13/2023
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",38,5,2,10/25/2023,94,227195,Zach Bryan,8/25/2023
Columbia,Quevedo,39,-3,-7,10/25/2023,96,186000,Columbia,7/7/2023
Die For You,The Weeknd,40,0,4,10/25/2023,90,260253,Starboy,11/24/2016
Another Love,Tom Odell,41,3,2,10/25/2023,92,244360,Long Way Down (Deluxe),6/24/2013
Anti-Hero,Taylor Swift,42,-4,3,10/25/2023,93,200690,Midnights,10/21/2022
Sweater Weather,The Neighbourhood,43,2,4,10/25/2023,93,240400,I Love You.,4/19/2013
Fruto,"Bizarrap, Milo j",44,-3,2,10/25/2023,90,132294,en dormir sin Madrid,10/4/2023
Lover,Taylor Swift,45,-3,5,10/25/2023,92,221306,Lover,8/23/2019
"Milo J: Bzrp Music Sessions, Vol. 57","Bizarrap, Milo j",46,0,-5,10/25/2023,88,189901,"Milo J: Bzrp Music Sessions, Vol. 57",10/3/2023
Primera Cita,Carin Leon,47,0,3,10/25/2023,87,186455,Colmillo De Leche,5/19/2023
august,Taylor Swift,48,0,2,10/25/2023,92,261922,folklore,7/24/2020
Flowers,Miley Cyrus,49,1,1,10/25/2023,91,200600,Endless Summer Vacation,8/18/2023
Snooze,SZA,50,0,0,10/25/2023,92,201800,SOS,12/9/2022
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",1,0,49,10/24/2023,98,184400,Seven (feat. Latto),7/14/2023
greedy,Tate McRae,2,0,48,10/24/2023,98,131872,greedy,9/15/2023
Si No Estás,iñigo quintero,3,0,47,10/24/2023,97,184061,Si No Estás,9/23/2022
Paint The Town Red,Doja Cat,4,0,46,10/24/2023,88,230480,Scarlet,9/20/2023
Cruel Summer,Taylor Swift,5,0,45,10/24/2023,100,178426,Lover,8/23/2019
MONACO,Bad Bunny,6,0,44,10/24/2023,95,267194,nadie sabe lo que va a pasar mañana,10/13/2023
PERRO NEGRO,"Bad Bunny, Feid",7,0,43,10/24/2023,94,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Strangers,Kenya Grace,8,0,42,10/24/2023,98,172964,Strangers,9/1/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",9,0,41,10/24/2023,89,201812,3D : The Remixes,10/2/2023
My Love Mine All Mine,Mitski,10,0,40,10/24/2023,95,137773,The Land Is Inhospitable and So Are We,9/15/2023
QLONA,"KAROL G, Peso Pluma",11,0,39,10/24/2023,94,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
Water,Tyla,12,0,38,10/24/2023,93,200255,Water,7/28/2023
LALA,Myke Towers,13,0,37,10/24/2023,98,197920,LA VIDA ES UNA,3/23/2023
TOO MUCH,"The Kid LAROI, Jung Kook, Central Cee",14,0,36,10/24/2023,86,203894,TOO MUCH,10/19/2023
IDGAF (feat. Yeat),"Drake, Yeat",15,0,35,10/24/2023,93,260111,For All The Dogs,10/6/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",16,0,34,10/24/2023,94,191466,Que Onda,8/30/2023
Según Quién,"Maluma, Carin Leon",17,0,33,10/24/2023,88,142334,Don Juan,8/25/2023
I Wanna Be Yours,Arctic Monkeys,18,0,32,10/24/2023,95,183956,AM,9/9/2013
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",19,0,31,10/24/2023,95,212878,GÉNESIS,6/29/2023
FINA,"Bad Bunny, Young Miko",20,0,30,10/24/2023,92,216327,nadie sabe lo que va a pasar mañana,10/13/2023
Lollipop,Darell,21,0,29,10/24/2023,88,199946,EVERYBODY GO TO THE DISCOTEK,7/28/2023
vampire,Olivia Rodrigo,22,0,28,10/24/2023,96,219724,GUTS,9/8/2023
Daylight,David Kushner,23,0,27,10/24/2023,95,212953,Daylight,4/14/2023
Style,Taylor Swift,24,0,26,10/24/2023,83,231000,1989,10/27/2014
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,25,0,25,10/24/2023,96,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/2023
Blank Space,Taylor Swift,26,0,24,10/24/2023,83,231826,1989,10/27/2014
Agora Hills,Doja Cat,27,0,23,10/24/2023,79,265360,Scarlet,9/20/2023
Starboy,"The Weeknd, Daft Punk",28,0,22,10/24/2023,94,230453,Starboy,11/25/2016
Kill Bill,SZA,29,0,21,10/24/2023,92,153946,SOS,12/8/2022
As It Was,Harry Styles,30,0,20,10/24/2023,95,167303,Harry's House,5/20/2022
fukumean,Gunna,31,0,19,10/24/2023,96,125040,a Gift & a Curse,6/16/2023
One Of Your Girls,Troye Sivan,32,0,18,10/24/2023,83,181481,Something To Give Each Other,10/13/2023
Prada,"cassö, RAYE, D-Block Europe",33,0,17,10/24/2023,94,132359,Prada,8/11/2023
Dance The Night - From Barbie The Album,Dua Lipa,34,0,16,10/24/2023,95,176579,Dance The Night (From Barbie The Album),5/25/2023
UN PREVIEW,Bad Bunny,35,0,15,10/24/2023,85,165582,nadie sabe lo que va a pasar mañana,10/13/2023
Columbia,Quevedo,36,0,14,10/24/2023,96,186000,Columbia,7/7/2023
First Person Shooter (feat. J. Cole),"Drake, J. Cole",37,0,13,10/24/2023,91,247444,For All The Dogs,10/6/2023
Anti-Hero,Taylor Swift,38,0,12,10/24/2023,93,200690,Midnights,10/21/2022
HIBIKI,"Bad Bunny, Mora",39,0,11,10/24/2023,91,208000,nadie sabe lo que va a pasar mañana,10/13/2023
Die For You,The Weeknd,40,0,10,10/24/2023,90,260253,Starboy,11/24/2016
Fruto,"Bizarrap, Milo j",41,0,9,10/24/2023,90,132294,en dormir sin Madrid,10/4/2023
Lover,Taylor Swift,42,0,8,10/24/2023,92,221306,Lover,8/23/2019
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",43,0,7,10/24/2023,94,227195,Zach Bryan,8/25/2023
Another Love,Tom Odell,44,0,6,10/24/2023,92,244360,Long Way Down (Deluxe),6/24/2013
Sweater Weather,The Neighbourhood,45,0,5,10/24/2023,93,240400,I Love You.,4/19/2013
"Milo J: Bzrp Music Sessions, Vol. 57","Bizarrap, Milo j",46,0,4,10/24/2023,88,189901,"Milo J: Bzrp Music Sessions, Vol. 57",10/3/2023
Primera Cita,Carin Leon,47,0,3,10/24/2023,87,186455,Colmillo De Leche,5/19/2023
august,Taylor Swift,48,0,2,10/24/2023,92,261922,folklore,7/24/2020
un x100to,"Grupo Frontera, Bad Bunny",49,0,1,10/24/2023,86,194563,El Comienzo,8/25/2023
Ella Baila Sola,"Eslabon Armado, Peso Pluma",50,0,0,10/24/2023,86,165671,DESVELADO,4/28/2023
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",1,0,49,10/23/2023,98,184400,Seven (feat. Latto),7/14/2023
greedy,Tate McRae,2,0,48,10/23/2023,98,131872,greedy,9/15/2023
Si No Estás,iñigo quintero,3,0,47,10/23/2023,97,184061,Si No Estás,9/23/2022
Paint The Town Red,Doja Cat,4,1,46,10/23/2023,88,230480,Scarlet,9/20/2023
Cruel Summer,Taylor Swift,5,2,45,10/23/2023,100,178426,Lover,8/23/2019
MONACO,Bad Bunny,6,-2,44,10/23/2023,95,267194,nadie sabe lo que va a pasar mañana,10/13/2023
PERRO NEGRO,"Bad Bunny, Feid",7,-1,43,10/23/2023,93,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Strangers,Kenya Grace,8,0,42,10/23/2023,98,172964,Strangers,9/1/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",9,0,41,10/23/2023,89,201812,3D : The Remixes,10/2/2023
My Love Mine All Mine,Mitski,10,5,40,10/23/2023,95,137773,The Land Is Inhospitable and So Are We,9/15/2023
QLONA,"KAROL G, Peso Pluma",11,0,39,10/23/2023,94,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
Water,Tyla,12,2,38,10/23/2023,93,200255,Water,7/28/2023
LALA,Myke Towers,13,-1,37,10/23/2023,98,197920,LA VIDA ES UNA,3/23/2023
TOO MUCH,"The Kid LAROI, Jung Kook, Central Cee",14,-4,36,10/23/2023,84,203894,TOO MUCH,10/19/2023
IDGAF (feat. Yeat),"Drake, Yeat",15,-2,35,10/23/2023,93,260111,For All The Dogs,10/6/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",16,3,34,10/23/2023,94,191466,Que Onda,8/30/2023
Según Quién,"Maluma, Carin Leon",17,1,33,10/23/2023,88,142334,Don Juan,8/25/2023
I Wanna Be Yours,Arctic Monkeys,18,3,32,10/23/2023,95,183956,AM,9/9/2013
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",19,5,31,10/23/2023,95,212878,GÉNESIS,6/29/2023
FINA,"Bad Bunny, Young Miko",20,-4,30,10/23/2023,92,216327,nadie sabe lo que va a pasar mañana,10/13/2023
Lollipop,Darell,21,-4,29,10/23/2023,88,199946,EVERYBODY GO TO THE DISCOTEK,7/28/2023
vampire,Olivia Rodrigo,22,-2,28,10/23/2023,96,219724,GUTS,9/8/2023
Daylight,David Kushner,23,2,27,10/23/2023,95,212953,Daylight,4/14/2023
Style,Taylor Swift,24,8,26,10/23/2023,83,231000,1989,10/27/2014
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,25,4,25,10/23/2023,96,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/2023
Blank Space,Taylor Swift,26,7,24,10/23/2023,83,231826,1989,10/27/2014
Agora Hills,Doja Cat,27,11,23,10/23/2023,79,265360,Scarlet,9/20/2023
Starboy,"The Weeknd, Daft Punk",28,7,22,10/23/2023,94,230453,Starboy,11/25/2016
Kill Bill,SZA,29,8,21,10/23/2023,92,153946,SOS,12/8/2022
As It Was,Harry Styles,30,0,20,10/23/2023,95,167303,Harry's House,5/20/2022
fukumean,Gunna,31,-5,19,10/23/2023,96,125040,a Gift & a Curse,6/16/2023
One Of Your Girls,Troye Sivan,32,4,18,10/23/2023,83,181481,Something To Give Each Other,10/13/2023
Prada,"cassö, RAYE, D-Block Europe",33,-11,17,10/23/2023,94,132359,Prada,8/11/2023
Dance The Night - From Barbie The Album,Dua Lipa,34,-3,16,10/23/2023,95,176579,Dance The Night (From Barbie The Album),5/25/2023
UN PREVIEW,Bad Bunny,35,-8,15,10/23/2023,85,165582,nadie sabe lo que va a pasar mañana,10/13/2023
Columbia,Quevedo,36,-2,14,10/23/2023,96,186000,Columbia,7/7/2023
First Person Shooter (feat. J. Cole),"Drake, J. Cole",37,-9,13,10/23/2023,91,247444,For All The Dogs,10/6/2023
Anti-Hero,Taylor Swift,38,4,12,10/23/2023,93,200690,Midnights,10/21/2022
HIBIKI,"Bad Bunny, Mora",39,-16,11,10/23/2023,91,208000,nadie sabe lo que va a pasar mañana,10/13/2023
Die For You,The Weeknd,40,4,10,10/23/2023,90,260253,Starboy,11/24/2016
Fruto,"Bizarrap, Milo j",41,-2,9,10/23/2023,90,132294,en dormir sin Madrid,10/4/2023
Lover,Taylor Swift,42,8,8,10/23/2023,92,221306,Lover,8/23/2019
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",43,-3,7,10/23/2023,94,227195,Zach Bryan,8/25/2023
Another Love,Tom Odell,44,-1,6,10/23/2023,92,244360,Long Way Down (Deluxe),6/24/2013
Sweater Weather,The Neighbourhood,45,2,5,10/23/2023,93,240400,I Love You.,4/19/2013
"Milo J: Bzrp Music Sessions, Vol. 57","Bizarrap, Milo j",46,-5,4,10/23/2023,88,189901,"Milo J: Bzrp Music Sessions, Vol. 57",10/3/2023
Primera Cita,Carin Leon,47,3,3,10/23/2023,87,186455,Colmillo De Leche,5/19/2023
august,Taylor Swift,48,2,2,10/23/2023,92,261922,folklore,7/24/2020
un x100to,"Grupo Frontera, Bad Bunny",49,1,1,10/23/2023,86,194563,El Comienzo,8/25/2023
Ella Baila Sola,"Eslabon Armado, Peso Pluma",50,0,0,10/23/2023,86,165671,DESVELADO,4/28/2023
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",1,2,49,10/22/2023,98,184400,Seven (feat. Latto),7/14/2023
greedy,Tate McRae,2,0,48,10/22/2023,98,131872,greedy,9/15/2023
Si No Estás,iñigo quintero,3,1,47,10/22/2023,96,184061,Si No Estás,9/23/2022
MONACO,Bad Bunny,4,-3,46,10/22/2023,94,267194,nadie sabe lo que va a pasar mañana,10/13/2023
Paint The Town Red,Doja Cat,5,0,45,10/22/2023,88,230480,Scarlet,9/20/2023
PERRO NEGRO,"Bad Bunny, Feid",6,1,44,10/22/2023,92,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Cruel Summer,Taylor Swift,7,-1,43,10/22/2023,99,178426,Lover,8/23/2019
Strangers,Kenya Grace,8,0,42,10/22/2023,98,172964,Strangers,9/1/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",9,0,41,10/22/2023,88,201812,3D : The Remixes,10/2/2023
TOO MUCH,"The Kid LAROI, Jung Kook, Central Cee",10,40,40,10/22/2023,55,203894,TOO MUCH,10/19/2023
QLONA,"KAROL G, Peso Pluma",11,-1,39,10/22/2023,94,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
LALA,Myke Towers,12,1,38,10/22/2023,98,197920,LA VIDA ES UNA,3/23/2023
IDGAF (feat. Yeat),"Drake, Yeat",13,-2,37,10/22/2023,93,260111,For All The Dogs,10/6/2023
Water,Tyla,14,0,36,10/22/2023,92,200255,Water,7/28/2023
My Love Mine All Mine,Mitski,15,-3,35,10/22/2023,95,137773,The Land Is Inhospitable and So Are We,9/15/2023
FINA,"Bad Bunny, Young Miko",16,-1,34,10/22/2023,91,216327,nadie sabe lo que va a pasar mañana,10/13/2023
Lollipop,Darell,17,18,33,10/22/2023,86,199946,EVERYBODY GO TO THE DISCOTEK,7/28/2023
Según Quién,"Maluma, Carin Leon",18,1,32,10/22/2023,87,142334,Don Juan,8/25/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",19,5,31,10/22/2023,93,191466,Que Onda,8/30/2023
vampire,Olivia Rodrigo,20,-4,30,10/22/2023,96,219724,GUTS,9/8/2023
I Wanna Be Yours,Arctic Monkeys,21,-4,29,10/22/2023,95,183956,AM,9/9/2013
Prada,"cassö, RAYE, D-Block Europe",22,3,28,10/22/2023,94,132359,Prada,8/11/2023
HIBIKI,"Bad Bunny, Mora",23,-5,27,10/22/2023,90,208000,nadie sabe lo que va a pasar mañana,10/13/2023
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",24,2,26,10/22/2023,95,212878,GÉNESIS,6/29/2023
Daylight,David Kushner,25,-3,25,10/22/2023,95,212953,Daylight,4/14/2023
fukumean,Gunna,26,-5,24,10/22/2023,96,125040,a Gift & a Curse,6/16/2023
UN PREVIEW,Bad Bunny,27,-7,23,10/22/2023,84,165582,nadie sabe lo que va a pasar mañana,10/13/2023
First Person Shooter (feat. J. Cole),"Drake, J. Cole",28,-1,22,10/22/2023,91,247444,For All The Dogs,10/6/2023
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,29,-6,21,10/22/2023,96,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/2023
As It Was,Harry Styles,30,-2,20,10/22/2023,95,167303,Harry's House,5/20/2022
Dance The Night - From Barbie The Album,Dua Lipa,31,3,19,10/22/2023,95,176579,Dance The Night (From Barbie The Album),5/25/2023
Style,Taylor Swift,32,-2,18,10/22/2023,83,231000,1989,10/27/2014
Blank Space,Taylor Swift,33,-1,17,10/22/2023,83,231826,1989,10/27/2014
Columbia,Quevedo,34,-5,16,10/22/2023,96,186000,Columbia,7/7/2023
Starboy,"The Weeknd, Daft Punk",35,-4,15,10/22/2023,94,230453,Starboy,11/25/2016
One Of Your Girls,Troye Sivan,36,3,14,10/22/2023,81,181481,Something To Give Each Other,10/13/2023
Kill Bill,SZA,37,-4,13,10/22/2023,92,153946,SOS,12/8/2022
Agora Hills,Doja Cat,38,4,12,10/22/2023,78,265360,Scarlet,9/20/2023
Fruto,"Bizarrap, Milo j",39,-1,11,10/22/2023,89,132294,en dormir sin Madrid,10/4/2023
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",40,-3,10,10/22/2023,94,227195,Zach Bryan,8/25/2023
"Milo J: Bzrp Music Sessions, Vol. 57","Bizarrap, Milo j",41,0,9,10/22/2023,88,189901,"Milo J: Bzrp Music Sessions, Vol. 57",10/3/2023
Anti-Hero,Taylor Swift,42,5,8,10/22/2023,93,200690,Midnights,10/21/2022
Another Love,Tom Odell,43,2,7,10/22/2023,92,244360,Long Way Down (Deluxe),6/24/2013
Die For You,The Weeknd,44,-1,6,10/22/2023,90,260253,Starboy,11/24/2016
BABY NUEVA,Bad Bunny,45,-5,5,10/22/2023,88,240773,nadie sabe lo que va a pasar mañana,10/13/2023
Flowers,Miley Cyrus,46,4,4,10/22/2023,91,200600,Endless Summer Vacation,8/18/2023
Sweater Weather,The Neighbourhood,47,1,3,10/22/2023,93,240400,I Love You.,4/19/2013
WHERE SHE GOES,Bad Bunny,48,-4,2,10/22/2023,83,231704,nadie sabe lo que va a pasar mañana,10/13/2023
SEDA,"Bad Bunny, Bryant Myers",49,-3,1,10/22/2023,88,190476,nadie sabe lo que va a pasar mañana,10/13/2023
Lover,Taylor Swift,50,-1,0,10/22/2023,92,221306,Lover,8/23/2019
MONACO,Bad Bunny,1,0,49,10/21/2023,94,267194,nadie sabe lo que va a pasar mañana,10/13/2023
greedy,Tate McRae,2,3,48,10/21/2023,98,131872,greedy,9/15/2023
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",3,-1,47,10/21/2023,98,184400,Seven (feat. Latto),7/14/2023
Si No Estás,iñigo quintero,4,0,46,10/21/2023,96,184061,Si No Estás,9/23/2022
Paint The Town Red,Doja Cat,5,-2,45,10/21/2023,88,230480,Scarlet,9/20/2023
Cruel Summer,Taylor Swift,6,1,44,10/21/2023,99,178426,Lover,8/23/2019
PERRO NEGRO,"Bad Bunny, Feid",7,-1,43,10/21/2023,92,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Strangers,Kenya Grace,8,0,42,10/21/2023,98,172964,Strangers,9/1/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",9,0,41,10/21/2023,88,201812,3D : The Remixes,10/2/2023
QLONA,"KAROL G, Peso Pluma",10,2,40,10/21/2023,94,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
IDGAF (feat. Yeat),"Drake, Yeat",11,0,39,10/21/2023,92,260111,For All The Dogs,10/6/2023
My Love Mine All Mine,Mitski,12,-2,38,10/21/2023,94,137773,The Land Is Inhospitable and So Are We,9/15/2023
LALA,Myke Towers,13,0,37,10/21/2023,98,197920,LA VIDA ES UNA,3/23/2023
Water,Tyla,14,1,36,10/21/2023,92,200255,Water,7/28/2023
FINA,"Bad Bunny, Young Miko",15,-1,35,10/21/2023,91,216327,nadie sabe lo que va a pasar mañana,10/13/2023
vampire,Olivia Rodrigo,16,2,34,10/21/2023,96,219724,GUTS,9/8/2023
I Wanna Be Yours,Arctic Monkeys,17,-1,33,10/21/2023,95,183956,AM,9/9/2013
HIBIKI,"Bad Bunny, Mora",18,-1,32,10/21/2023,90,208000,nadie sabe lo que va a pasar mañana,10/13/2023
Según Quién,"Maluma, Carin Leon",19,4,31,10/21/2023,87,142334,Don Juan,8/25/2023
UN PREVIEW,Bad Bunny,20,0,30,10/21/2023,84,165582,nadie sabe lo que va a pasar mañana,10/13/2023
fukumean,Gunna,21,-2,29,10/21/2023,96,125040,a Gift & a Curse,6/16/2023
Daylight,David Kushner,22,0,28,10/21/2023,95,212953,Daylight,4/14/2023
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,23,-2,27,10/21/2023,96,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",24,2,26,10/21/2023,93,191466,Que Onda,8/30/2023
Prada,"cassö, RAYE, D-Block Europe",25,3,25,10/21/2023,94,132359,Prada,8/11/2023
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",26,3,24,10/21/2023,95,212878,GÉNESIS,6/29/2023
First Person Shooter (feat. J. Cole),"Drake, J. Cole",27,-3,23,10/21/2023,91,247444,For All The Dogs,10/6/2023
As It Was,Harry Styles,28,-3,22,10/21/2023,95,167303,Harry's House,5/20/2022
Columbia,Quevedo,29,1,21,10/21/2023,96,186000,Columbia,7/7/2023
Style,Taylor Swift,30,3,20,10/21/2023,83,231000,1989,10/27/2014
Starboy,"The Weeknd, Daft Punk",31,1,19,10/21/2023,94,230453,Starboy,11/25/2016
Blank Space,Taylor Swift,32,2,18,10/21/2023,83,231826,1989,10/27/2014
Kill Bill,SZA,33,-6,17,10/21/2023,92,153946,SOS,12/8/2022
Dance The Night - From Barbie The Album,Dua Lipa,34,-3,16,10/21/2023,95,176579,Dance The Night (From Barbie The Album),5/25/2023
Lollipop,Darell,35,15,15,10/21/2023,86,199946,EVERYBODY GO TO THE DISCOTEK,7/28/2023
Cruel Summer - Live from TS | The Eras Tour,Taylor Swift,36,14,14,10/21/2023,0,229566,The Cruelest Summer,10/19/2023
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",37,-1,13,10/21/2023,94,227195,Zach Bryan,8/25/2023
Fruto,"Bizarrap, Milo j",38,7,12,10/21/2023,89,132294,en dormir sin Madrid,10/4/2023
One Of Your Girls,Troye Sivan,39,8,11,10/21/2023,80,181481,Something To Give Each Other,10/13/2023
BABY NUEVA,Bad Bunny,40,-5,10,10/21/2023,88,240773,nadie sabe lo que va a pasar mañana,10/13/2023
"Milo J: Bzrp Music Sessions, Vol. 57","Bizarrap, Milo j",41,-2,9,10/21/2023,88,189901,"Milo J: Bzrp Music Sessions, Vol. 57",10/3/2023
Agora Hills,Doja Cat,42,0,8,10/21/2023,78,265360,Scarlet,9/20/2023
